starttime	seconds	ctime	dtime	ttime	wait
Sun Feb 26 13:49:48 2017	1488138588	0	1380	1380	1
Sun Feb 26 13:49:48 2017	1488138588	0	1380	1381	1
Sun Feb 26 13:49:38 2017	1488138578	1	1380	1381	1
Sun Feb 26 13:49:48 2017	1488138588	0	1381	1381	1
Sun Feb 26 13:49:48 2017	1488138588	0	1381	1381	1
Sun Feb 26 13:49:40 2017	1488138580	1	1380	1381	3
Sun Feb 26 13:49:48 2017	1488138588	1	1381	1382	1
Sun Feb 26 13:49:48 2017	1488138588	1	1383	1383	6
Sun Feb 26 13:49:48 2017	1488138588	0	1383	1383	0
Sun Feb 26 13:49:48 2017	1488138588	0	1383	1383	1
Sun Feb 26 13:49:48 2017	1488138588	0	1384	1384	1
Sun Feb 26 13:49:48 2017	1488138588	0	1384	1384	1
Sun Feb 26 13:49:40 2017	1488138580	0	1384	1384	1
Sun Feb 26 13:49:37 2017	1488138577	0	1385	1385	1
Sun Feb 26 13:49:51 2017	1488138591	0	1386	1386	1
Sun Feb 26 13:49:48 2017	1488138588	0	1386	1387	1
Sun Feb 26 13:49:48 2017	1488138588	1	1386	1387	2
Sun Feb 26 13:49:52 2017	1488138592	0	1387	1387	0
Sun Feb 26 13:49:51 2017	1488138591	0	1387	1387	1
Sun Feb 26 13:49:48 2017	1488138588	1	1387	1387	1
Sun Feb 26 13:49:52 2017	1488138592	0	1387	1387	1
Sun Feb 26 13:49:42 2017	1488138582	0	1387	1388	1
Sun Feb 26 13:49:47 2017	1488138587	0	1388	1388	0
Sun Feb 26 13:49:38 2017	1488138578	0	1389	1389	1
Sun Feb 26 13:49:37 2017	1488138577	1	1388	1389	0
Sun Feb 26 13:49:51 2017	1488138591	0	1389	1389	1
Sun Feb 26 13:49:37 2017	1488138577	2	1387	1389	0
Sun Feb 26 13:49:51 2017	1488138591	0	1390	1390	1
Sun Feb 26 13:49:40 2017	1488138580	0	1390	1390	0
Sun Feb 26 13:49:52 2017	1488138592	0	1390	1390	1
Sun Feb 26 13:49:51 2017	1488138591	1	1390	1390	1
Sun Feb 26 13:49:40 2017	1488138580	0	1390	1391	1
Sun Feb 26 13:49:52 2017	1488138592	0	1391	1391	0
Sun Feb 26 13:49:52 2017	1488138592	0	1391	1391	0
Sun Feb 26 13:49:47 2017	1488138587	0	1391	1391	1
Sun Feb 26 13:49:51 2017	1488138591	1	1392	1393	0
Sun Feb 26 13:49:48 2017	1488138588	0	1394	1394	1
Sun Feb 26 13:49:47 2017	1488138587	0	1394	1394	1
Sun Feb 26 13:49:31 2017	1488138571	0	1396	1396	1
Sun Feb 26 13:49:52 2017	1488138592	0	1396	1396	1
Sun Feb 26 13:49:51 2017	1488138591	0	1396	1396	1
Sun Feb 26 13:49:52 2017	1488138592	0	1397	1397	1
Sun Feb 26 13:49:40 2017	1488138580	0	1397	1397	1
Sun Feb 26 13:49:46 2017	1488138586	7	1391	1398	2
Sun Feb 26 13:49:37 2017	1488138577	0	1398	1398	1
Sun Feb 26 13:49:51 2017	1488138591	0	1398	1398	1
Sun Feb 26 13:49:52 2017	1488138592	0	1398	1398	1
Sun Feb 26 13:49:51 2017	1488138591	0	1398	1399	0
Sun Feb 26 13:49:51 2017	1488138591	0	1400	1400	7
Sun Feb 26 13:49:51 2017	1488138591	0	1401	1401	1
Sun Feb 26 13:49:37 2017	1488138577	0	1402	1402	1
Sun Feb 26 13:49:47 2017	1488138587	1	1402	1402	1
Sun Feb 26 13:49:37 2017	1488138577	0	1402	1403	1
Sun Feb 26 13:49:51 2017	1488138591	0	1403	1403	1
Sun Feb 26 13:49:47 2017	1488138587	0	1403	1403	1
Sun Feb 26 13:49:37 2017	1488138577	0	1405	1405	0
Sun Feb 26 13:49:37 2017	1488138577	0	1405	1405	1
Sun Feb 26 13:49:47 2017	1488138587	0	1405	1406	2
Sun Feb 26 13:49:47 2017	1488138587	0	1406	1406	1
Sun Feb 26 13:49:37 2017	1488138577	0	1406	1406	0
Sun Feb 26 13:49:47 2017	1488138587	1	1406	1406	0
Sun Feb 26 13:49:52 2017	1488138592	0	1406	1407	1
Sun Feb 26 13:49:47 2017	1488138587	0	1407	1407	1
Sun Feb 26 13:49:47 2017	1488138587	1	1408	1409	1
Sun Feb 26 13:49:52 2017	1488138592	2	1408	1409	0
Sun Feb 26 13:49:51 2017	1488138591	0	1409	1409	1
Sun Feb 26 13:49:47 2017	1488138587	0	1409	1410	1
Sun Feb 26 13:49:52 2017	1488138592	0	1412	1413	0
Sun Feb 26 13:49:51 2017	1488138591	1	1414	1415	5
Sun Feb 26 13:49:47 2017	1488138587	0	1417	1417	1
Sun Feb 26 13:49:36 2017	1488138576	0	1417	1417	0
Sun Feb 26 13:49:39 2017	1488138579	0	1418	1418	0
Sun Feb 26 13:49:47 2017	1488138587	0	1418	1418	1
Sun Feb 26 13:49:32 2017	1488138572	0	1420	1420	1
Sun Feb 26 13:49:47 2017	1488138587	0	1421	1421	1
Sun Feb 26 13:49:47 2017	1488138587	0	1424	1425	0
Sun Feb 26 13:49:47 2017	1488138587	0	1425	1425	2
Sun Feb 26 13:49:47 2017	1488138587	0	1429	1429	1
Sun Feb 26 13:48:51 2017	1488138531	0	1429	1429	1
Sun Feb 26 13:48:51 2017	1488138531	0	1432	1432	1
Sun Feb 26 13:48:51 2017	1488138531	0	1434	1434	1
Sun Feb 26 13:49:52 2017	1488138592	0	1442	1442	1
Sun Feb 26 13:49:52 2017	1488138592	1	1446	1446	1
Sun Feb 26 13:48:59 2017	1488138539	0	1452	1453	1
Sun Feb 26 13:49:07 2017	1488138547	0	1453	1453	1
Sun Feb 26 13:49:36 2017	1488138576	0	1454	1454	0
Sun Feb 26 13:49:48 2017	1488138588	0	1478	1478	1
Sun Feb 26 13:49:51 2017	1488138591	0	1494	1494	1
Sun Feb 26 13:49:52 2017	1488138592	1	1495	1496	0
Sun Feb 26 13:49:51 2017	1488138591	0	1496	1497	1
Sun Feb 26 13:48:52 2017	1488138532	0	1751	1751	1
Sun Feb 26 13:48:55 2017	1488138535	0	2003	2003	1
Sun Feb 26 13:48:50 2017	1488138530	0	2028	2028	152
Sun Feb 26 13:48:55 2017	1488138535	2	2083	2085	1
Sun Feb 26 13:48:50 2017	1488138530	0	2122	2122	152
Sun Feb 26 13:48:50 2017	1488138530	1	2186	2187	108
Sun Feb 26 13:48:55 2017	1488138535	0	2228	2228	1
Sun Feb 26 13:48:55 2017	1488138535	0	2308	2308	1
Sun Feb 26 13:48:50 2017	1488138530	1	2311	2311	152
Sun Feb 26 13:48:50 2017	1488138530	0	2355	2356	108
Sun Feb 26 13:48:50 2017	1488138530	0	2436	2436	153
Sun Feb 26 13:48:50 2017	1488138530	1	2461	2462	108
Sun Feb 26 13:48:50 2017	1488138530	0	2475	2475	153
Sun Feb 26 13:48:55 2017	1488138535	0	2477	2478	4
Sun Feb 26 13:49:00 2017	1488138540	0	6391	6392	1
